,name,min_value,restaurant,max_value,mean_value
48,Broccoli Cheese Bites,230,long-john-silvers,230,230.0
49,Broccoli Cheese Soup,220,long-john-silvers,220,220.0
50,Clam Chowder,230,long-john-silvers,230,230.0
51,Cole Slaw,200,long-john-silvers,200,200.0
52,Corn Cobbette,90,long-john-silvers,150,120.0
53,Crumblies,170,long-john-silvers,170,170.0
54,Fries,230,long-john-silvers,310,270.0
55,Hushpuppy,60,long-john-silvers,60,60.0
56,Jalapeno Cheddar Bites,240,long-john-silvers,240,240.0
57,Jalapeno Peppers,15,long-john-silvers,15,15.0
58,Macaroni & Cheese,150,long-john-silvers,150,150.0
59,Rice,180,long-john-silvers,180,180.0
60,Seasoned Green Beans,29,long-john-silvers,29,29.0
0,Artisan Grilled Chicken Sandwich,380,mcdonalds,380,380.0
1,Bacon BBQ Burger,710,mcdonalds,920,815.0
2,Bacon McDouble,460,mcdonalds,460,460.0
3,Big Mac,540,mcdonalds,540,540.0
4,Big Mac Bacon,610,mcdonalds,610,610.0
5,Buttermilk Crispy Chicken Sandwich,620,mcdonalds,620,620.0
6,Cheeseburger,300,mcdonalds,300,300.0
7,Daily Double,440,mcdonalds,440,440.0
8,Double Cheeseburger,440,mcdonalds,440,440.0
9,Double Filet-O-Fish,540,mcdonalds,540,540.0
10,Double Hamburger,330,mcdonalds,330,330.0
11,Double Quarter Pounder with Cheese,780,mcdonalds,780,780.0
12,Double Quarter Pounder with Cheese Deluxe,650,mcdonalds,650,650.0
13,Filet-O-Fish®,390,mcdonalds,390,390.0
14,Hamburger,250,mcdonalds,250,250.0
15,McChicken,410,mcdonalds,410,410.0
16,McDouble,390,mcdonalds,390,390.0
17,McRib,480,mcdonalds,480,480.0
18,Quarter Pounder Bacon,640,mcdonalds,640,640.0
19,Quarter Pounder Deluxe,650,mcdonalds,650,650.0
20,Quarter Pounder® with Cheese,540,mcdonalds,540,540.0
21,Spicy BBQ Chicken Sandwich,530,mcdonalds,530,530.0
22,Triple Cheeseburger,520,mcdonalds,520,520.0
23,Ultimate Chicken Sandwich,530,mcdonalds,530,530.0
24,1% Low Fat Milk Jug,100,mcdonalds,100,100.0
25,Apple Juice Box,35,mcdonalds,35,35.0
26,Coca-Cola Classic,110,mcdonalds,290,200.0
27,Dasani© Water,0,mcdonalds,0,0.0
28,Diet Coke,0,mcdonalds,0,0.0
29,Diet Dr Pepper,0,mcdonalds,0,0.0
30,Dr Pepper,120,mcdonalds,290,205.0
31,Fanta Orange,150,mcdonalds,300,225.0
32,Fat Free Chocolate Milk Jug,130,mcdonalds,130,130.0
33,Iced Tea,0,mcdonalds,5,2.5
34,Mango Pineapple Smoothie,200,mcdonalds,340,270.0
35,Minute Maid Blue Raspberry Slushie,190,mcdonalds,190,190.0
36,Minute Maid Fruit Punch Slushie,170,mcdonalds,170,170.0
37,Minute Maid Orange Juice,190,mcdonalds,190,190.0
38,Minute Maid Sweet Peach Slushie,180,mcdonalds,180,180.0
39,MIX by Sprite Tropic Berry,130,mcdonalds,260,195.0
40,Sprite,90,mcdonalds,280,185.0
41,Strawberry Banana Smoothie,190,mcdonalds,330,260.0
42,Sweet Tea,60,mcdonalds,160,110.0
43,"Bacon, Egg & Cheese Bagel",550,mcdonalds,550,550.0
44,"Bacon, Egg & Cheese Biscuit",450,mcdonalds,480,465.0
45,"Bacon, Egg & Cheese McGriddles",420,mcdonalds,420,420.0
46,Big Breakfast with Hotcakes,1340,mcdonalds,1340,1340.0
47,Big Breakfast®,750,mcdonalds,750,750.0
48,Chicken McGriddles,390,mcdonalds,390,390.0
49,Egg McMuffin,300,mcdonalds,300,300.0
50,Egg White Delight McMuffin,260,mcdonalds,260,260.0
51,Fruit & Maple Oatmeal,260,mcdonalds,310,285.0
52,Fruit 'n Yogurt Parfait,210,mcdonalds,210,210.0
53,Hash Brown,150,mcdonalds,150,150.0
54,Hotcakes,590,mcdonalds,590,590.0
55,Hotcakes and Sausage,780,mcdonalds,780,780.0
56,McChicken Biscuit,420,mcdonalds,420,420.0
57,Sausage Biscuit,460,mcdonalds,490,475.0
58,Sausage Biscuit with Egg,530,mcdonalds,530,530.0
59,Sausage Burrito,300,mcdonalds,300,300.0
60,Sausage McGriddles®,430,mcdonalds,430,430.0
61,Sausage McMuffin®,400,mcdonalds,400,400.0
62,Sausage McMuffin® with Egg,480,mcdonalds,480,480.0
63,"Sausage, Egg & Cheese McGriddles",550,mcdonalds,550,550.0
64,Buttermilk Crispy Chicken Tenders,370,mcdonalds,2430,1400.0
65,Chicken McNuggets,180,mcdonalds,1770,975.0
66,Spicy BBQ Glazed Chicken Tenders,580,mcdonalds,1460,1020.0
67,Ultimate Chicken Tenders,420,mcdonalds,1060,740.0
68,Chipotle Barbeque Sauce,50,mcdonalds,50,50.0
69,Coffee Cream,20,mcdonalds,20,20.0
70,Creamy Ranch Sauce,110,mcdonalds,110,110.0
71,EQUAL® 0 Calorie Sweetener,0,mcdonalds,0,0.0
72,Grape Jam,35,mcdonalds,35,35.0
73,Honey,50,mcdonalds,50,50.0
74,Honey Mustard Sauce,60,mcdonalds,60,60.0
75,Hot Habanero Sauce,80,mcdonalds,80,80.0
76,Hotcake Syrup,180,mcdonalds,180,180.0
77,Ketchup Packet,10,mcdonalds,10,10.0
78,Marinara Sauce,15,mcdonalds,15,15.0
79,Newman's Own® Creamy Southwest Dressing,100,mcdonalds,100,100.0
80,Newman's Own® Low Fat Balsamic Vinaigrette,35,mcdonalds,35,35.0
81,Newman's Own® Low Fat Italian Dressing,50,mcdonalds,50,50.0
82,Newman's Own® Low Fat Sesame Ginger Dressing,90,mcdonalds,90,90.0
83,Newman's Own® Ranch Dressing,170,mcdonalds,170,170.0
84,Peanuts for Sundaes,45,mcdonalds,45,45.0
85,Salt Packet,0,mcdonalds,0,0.0
86,Spicy Buffalo Sauce,35,mcdonalds,35,35.0
87,SPLENDA® No Calorie Sweetener,0,mcdonalds,0,0.0
88,Strawberry Preserves,35,mcdonalds,35,35.0
89,Sugar Packet,15,mcdonalds,15,15.0
90,Sweet 'N Sour Sauce,50,mcdonalds,50,50.0
91,Sweet Chili Sauce,50,mcdonalds,50,50.0
92,Tangy Barbeque Sauce,50,mcdonalds,50,50.0
93,Tartar Sauce Cup,140,mcdonalds,140,140.0
94,Whipped Margarine,40,mcdonalds,40,40.0
95,Baked Hot Apple Pie,240,mcdonalds,240,240.0
96,Chocolate Chip Cookie,160,mcdonalds,160,160.0
97,Chocolate Shake,530,mcdonalds,840,685.0
98,Donut Sticks,280,mcdonalds,560,420.0
99,Holiday Pie,260,mcdonalds,260,260.0
100,Hot Caramel Sundae,380,mcdonalds,380,380.0
101,Hot Fudge Sundae,380,mcdonalds,380,380.0
102,Kiddie Ice Cream Cone,45,mcdonalds,45,45.0
103,McFlurry w/ M&M's Candies,420,mcdonalds,630,525.0
104,McFlurry w/ OREO Cookies,340,mcdonalds,510,425.0
105,McFlurry with Reese's Peanut Butter Cup,810,mcdonalds,810,810.0
106,Oreo Shamrock McFlurry,370,mcdonalds,560,465.0
107,Pumpkin and Creme Pie,270,mcdonalds,270,270.0
108,Shamrock Shake,460,mcdonalds,790,625.0
109,Snickerdoodle McFlurry,350,mcdonalds,530,440.0
110,Strawberry & Creme Pie,300,mcdonalds,300,300.0
111,Strawberry Shake,500,mcdonalds,800,650.0
112,Strawberry Sundae,320,mcdonalds,320,320.0
113,Vanilla Ice Cream Cone,200,mcdonalds,200,200.0
114,Vanilla Shake,490,mcdonalds,800,645.0
115,Chicken McNuggets Happy Meal,395,mcdonalds,475,435.0
116,Hamburger Happy Meal,475,mcdonalds,475,475.0
117,Americano,0,mcdonalds,0,0.0
118,Cappuccino,120,mcdonalds,210,165.0
119,Caramel Cappuccino,210,mcdonalds,350,280.0
120,Caramel Frappe,450,mcdonalds,450,450.0
121,Caramel Macchiato,260,mcdonalds,400,330.0
122,Caramel Mocha,310,mcdonalds,460,385.0
123,Cinnamon Cookie Latte,250,mcdonalds,250,250.0
124,Coffee,0,mcdonalds,0,0.0
125,French Vanilla Cappuccino,190,mcdonalds,310,250.0
126,Hot Chocolate,310,mcdonalds,380,345.0
127,Iced Caramel Latte,180,mcdonalds,180,180.0
128,Iced Caramel Macchiato,210,mcdonalds,370,290.0
129,Iced Caramel Mocha,280,mcdonalds,450,365.0
130,Iced Cinnamon Cookie Latte,180,mcdonalds,180,180.0
131,Iced Coffee,90,mcdonalds,200,145.0
132,Iced Mocha,230,mcdonalds,310,270.0
133,Iced Vanilla Latte,190,mcdonalds,190,190.0
134,Latte,160,mcdonalds,280,220.0
135,Mocha,240,mcdonalds,450,345.0
136,Nonfat Latte,90,mcdonalds,220,155.0
137,Premium Asian Salad,140,mcdonalds,490,315.0
138,Premium Bacon Ranch Salad,190,mcdonalds,480,335.0
139,Premium Southwest Salad,220,mcdonalds,520,370.0
140,Ranch Snack Wrap,270,mcdonalds,350,310.0
141,Apple Slices,15,mcdonalds,15,15.0
142,Cuties,35,mcdonalds,35,35.0
143,French Fries,110,mcdonalds,670,390.0
144,Side Salad,15,mcdonalds,15,15.0
145,Strawberry Gogurt,45,mcdonalds,45,45.0
0,Braised Beef & Tortelloni,1120,olive-garden,1120,1120.0
1,Breadstick Sandwich,520,olive-garden,650,585.0
2,Cheese Ravioli,780,olive-garden,860,820.0
3,Chicken & Shrimp Carbonara,1590,olive-garden,1590,1590.0
4,Chicken Alfredo,1480,olive-garden,1480,1480.0
5,Chicken Margherita,590,olive-garden,590,590.0
6,Chicken Marsala,970,olive-garden,970,970.0
7,Chicken Parmigiana,760,olive-garden,1060,910.0
8,Chicken Piccata,500,olive-garden,500,500.0
9,Chicken Scampi,1260,olive-garden,1260,1260.0
10,Eggplant Parmigiana,1060,olive-garden,1060,1060.0
11,Fettuccine Alfredo,1010,olive-garden,1010,1010.0
12,Five Cheese Ziti al Forno,1220,olive-garden,1220,1220.0
13,Gorgonzola Topped Sirloin Steak,1020,olive-garden,1020,1020.0
14,Herb-Grilled Salmon,460,olive-garden,460,460.0
15,Lasagna Classico,930,olive-garden,930,930.0
16,Linquine di Mare,570,olive-garden,570,570.0
17,Meatball Pizza Bowl,860,olive-garden,860,860.0
18,Parmesan-Alfredo Crusted Sirloin Steak,1180,olive-garden,1180,1180.0
19,Ravioli di Portobello,820,olive-garden,820,820.0
20,Seafood Lasagna Saute,1260,olive-garden,1260,1260.0
21,Shrimp Alfredo,1150,olive-garden,1150,1150.0
22,Shrimp Scampi,500,olive-garden,500,500.0
23,Steak Gorgonzola-Alfredo,1380,olive-garden,1380,1380.0
24,Stuffed Chicken Marsala,950,olive-garden,950,950.0
25,Tilapia Piccata,420,olive-garden,420,420.0
26,Tour of Italy,1520,olive-garden,1520,1520.0
27,Zoodles Primavera,570,olive-garden,570,570.0
28,Breadsticks,140,olive-garden,140,140.0
29,Calamari,870,olive-garden,870,870.0
30,Five Italian Cheese Fonduta,760,olive-garden,760,760.0
31,Garlic Mussels Marinara,510,olive-garden,510,510.0
32,Lasagna Dip with Pasta Chips,950,olive-garden,950,950.0
33,Lasagna Fritta,1070,olive-garden,1070,1070.0
34,Parmesan Crusted Zucchini,90,olive-garden,90,90.0
35,Shrimp Scampi Fritta,560,olive-garden,580,570.0
36,Spinach Artichoke Dip with Pasta Chips,800,olive-garden,800,800.0
37,Stuffed Mushrooms,380,olive-garden,380,380.0
38,Toasted Beef & Pork Ravioli,340,olive-garden,340,340.0
39,Amaretto Tiramisu,220,olive-garden,220,220.0
40,Black Tie Mousse Cake,750,olive-garden,750,750.0
41,Chocolate Mousse,240,olive-garden,240,240.0
42,Dark Chocolate Caramel Cream,240,olive-garden,240,240.0
43,Lemon Cream Cake,550,olive-garden,550,550.0
44,Limoncello Mousse,240,olive-garden,240,240.0
45,Strawberry & White Chocolate Cake,190,olive-garden,190,190.0
46,Tiramisu,470,olive-garden,470,470.0
47,Warm Apple Crostata,630,olive-garden,630,630.0
48,Zeppoli,810,olive-garden,810,810.0
49,Chicken & Gnocchi Soup,230,olive-garden,230,230.0
50,House Salad,70,olive-garden,150,110.0
51,Minestrone Soup,110,olive-garden,110,110.0
52,Pasta e Fagioli,150,olive-garden,150,150.0
53,Stellini Soup,200,olive-garden,200,200.0
54,Zuppa Toscana,220,olive-garden,220,220.0
0,Asian Chicken,340,panda-express,340,340.0
1,Black Pepper Chicken,280,panda-express,280,280.0
2,Grilled Asian Chicken,300,panda-express,300,300.0
3,Grilled Teriyaki Chicken,300,panda-express,300,300.0
4,Honey Sesame Chicken Breast,420,panda-express,420,420.0
5,Kung Pao Chicken,290,panda-express,290,290.0
6,Mushroom Chicken,220,panda-express,220,220.0
7,Orange Chicken,370,panda-express,370,370.0
8,Potato Chicken,190,panda-express,190,190.0
9,Sichuan Hot Chicken,400,panda-express,400,400.0
10,String Bean Chicken Breast,190,panda-express,190,190.0
11,Sweet & Sour Chicken Breast,300,panda-express,300,300.0
12,SweetFire Chicken Breast,380,panda-express,380,380.0
13,Teriyaki Chicken,340,panda-express,340,340.0
14,Chicken Egg Roll,200,panda-express,200,200.0
15,Chicken Potsticker,220,panda-express,220,220.0
16,Cream Cheese Rangoon,190,panda-express,190,190.0
17,Hot & Sour Soup,120,panda-express,170,145.0
18,Veggie Spring Roll,160,panda-express,160,160.0
19,Beijing Beef,470,panda-express,470,470.0
20,Broccoli Beef,150,panda-express,150,150.0
21,Shanghai Angus Steak,310,panda-express,320,315.0
22,China Mist Iced Tea®,0,panda-express,0,0.0
23,Diet Pepsi®,0,panda-express,0,0.0
24,Dr Pepper®,113,panda-express,394,253.5
25,Lipton Brisk Raspberry®,110,panda-express,370,240.0
26,Lipton No Calorie Brisk Peach®,0,panda-express,0,0.0
27,Mountain Dew®,140,panda-express,510,325.0
28,Mug Root Beer®,130,panda-express,460,295.0
29,Pepsi®,130,panda-express,460,295.0
30,Sierra Mist®,130,panda-express,460,295.0
31,Sobe Lean®,0,panda-express,0,0.0
32,Tropicana Fruit Punch®,140,panda-express,510,325.0
33,Tropicana Lemonade®,130,panda-express,460,295.0
34,Tropicana Pink Lemonade®,130,panda-express,460,295.0
35,Kids Asian Chicken,200,panda-express,200,200.0
36,Kids Beijing Beef,520,panda-express,520,520.0
37,Kids Black Pepper Chicken,140,panda-express,140,140.0
38,Kids Broccoli Beef,100,panda-express,100,100.0
39,Kids Brown Steamed Rice,310,panda-express,310,310.0
40,Kids Chow Mein,280,panda-express,280,280.0
41,Kids Eggplant Tofu,250,panda-express,250,250.0
42,Kids Firecracker Shrimp,80,panda-express,80,80.0
43,Kids Fried Rice,350,panda-express,350,350.0
44,Kids Golden Treasure Shrimp,230,panda-express,230,230.0
45,Kids Grilled Asian Chicken,180,panda-express,180,180.0
46,Kids Grilled Teriyaki Chicken,180,panda-express,180,180.0
47,Kids Honey Walnut Shrimp,200,panda-express,200,200.0
48,Kids Kung Pao Chicken,190,panda-express,190,190.0
49,Kids Mixed Veggies (Entree),35,panda-express,35,35.0
50,Kids Mixed Veggies (Side),70,panda-express,70,70.0
51,Kids Mushroom Chicken,130,panda-express,130,130.0
52,Kids Orange Chicken,290,panda-express,290,290.0
53,Kids Potato Chicken,150,panda-express,150,150.0
54,Kids Shanghai Angus Steak,170,panda-express,170,170.0
55,Kids Sichuan Hot Chicken,300,panda-express,300,300.0
56,Kids String Bean Chicken Breast,120,panda-express,120,120.0
57,Kids Sweet & Sour Chicken Breast,290,panda-express,290,290.0
58,Kids SweetFire Chicken Breast,330,panda-express,330,330.0
59,Kids Teriyaki Chicken,200,panda-express,200,200.0
60,Kids White Steamed Rice,240,panda-express,240,240.0
61,Kids Wok-fired Shrimp,140,panda-express,140,140.0
62,Chili Sauce,10,panda-express,10,10.0
63,Fortune Cookies,32,panda-express,32,32.0
64,Hot Mustard,10,panda-express,10,10.0
65,Plum Sauce,15,panda-express,15,15.0
66,Potsticker Sauce,10,panda-express,10,10.0
67,Soy Sauce,5,panda-express,5,5.0
68,Sweet & Sour Sauce,70,panda-express,70,70.0
69,Teriyaki Sauce,70,panda-express,70,70.0
70,Firecracker Shrimp,110,panda-express,110,110.0
71,Golden Treasure Shrimp,360,panda-express,360,360.0
72,Honey Walnut Shrimp,360,panda-express,360,360.0
73,Steamed Ginger Fish,200,panda-express,200,200.0
74,Wok-fired Shrimp,190,panda-express,190,190.0
75,Chow Fun,410,panda-express,410,410.0
76,Chow Mein,510,panda-express,510,510.0
77,Fried Rice,520,panda-express,520,520.0
78,Steamed Brown Rice,420,panda-express,420,420.0
79,Steamed White Rice,380,panda-express,380,380.0
80,Super Greens Side,90,panda-express,90,90.0
81,Eggplant & Tofu,340,panda-express,340,340.0
82,Super Greens,45,panda-express,45,45.0
0,Asiago Cheese Bagel,330,panera-bread,330,330.0
1,Blueberry Bagel,340,panera-bread,340,340.0
2,Chive & Onion Cream Cheese,130,panera-bread,130,130.0
3,Chocolate Chip Bagel,380,panera-bread,380,380.0
4,Cinnamon Crunch Bagel,430,panera-bread,430,430.0
5,Cinnamon Swirl & Raisin Bagel,320,panera-bread,320,320.0
6,Cranberry Walnut Bagel,340,panera-bread,340,340.0
7,Everything Bagel,300,panera-bread,300,300.0
8,French Toast Bagel,350,panera-bread,350,350.0
9,Honey Walnut Cream Cheese,150,panera-bread,150,150.0
10,Plain Bagel,290,panera-bread,290,290.0
11,Plain Cream Cheese,190,panera-bread,190,190.0
12,Reduced Fat Plain Cream Cheese,130,panera-bread,130,130.0
13,Roasted Vegetable Medley Cream Cheese,110,panera-bread,110,110.0
14,Sesame Bagel,300,panera-bread,300,300.0
15,Sprouted Grain Bagel Flat,240,panera-bread,240,240.0
16,Whole Grain Bagel,330,panera-bread,330,330.0
17,Wild Blueberry Cream Cheese,150,panera-bread,150,150.0
18,Asiago Cheese Bread,150,panera-bread,150,150.0
19,Brioche Roll,210,panera-bread,210,210.0
20,Ciabatta,150,panera-bread,150,150.0
21,Cinnamon Raisin Bread,190,panera-bread,190,190.0
22,Classic White Bread,150,panera-bread,150,150.0
23,Country Rustic Bread,130,panera-bread,130,130.0
24,Farmstyle Bread,90,panera-bread,90,90.0
25,Focaccia,150,panera-bread,160,155.0
26,French Baguette,150,panera-bread,150,150.0
27,Honey Wheat Bread,140,panera-bread,140,140.0
28,Sourdough Bread,140,panera-bread,140,140.0
29,Sourdough Soup Bowl,660,panera-bread,660,660.0
30,Sprouted Grain Roll,160,panera-bread,160,160.0
31,Tomato Basil Bread,150,panera-bread,150,150.0
32,Whole Grain Bread,130,panera-bread,130,130.0
33,"Avocado, Egg White & Spinach Breakfast Power Sandwich",410,panera-bread,410,410.0
34,"Bacon, Egg & Cheese Sandwich",490,panera-bread,490,490.0
35,Baked Egg Souffle,410,panera-bread,540,475.0
36,Chipotle Chicken Egg & Avocado Wrap,470,panera-bread,470,470.0
37,Egg & Cheese Sandwich,400,panera-bread,400,400.0
38,Fresh Fruit Cup,60,panera-bread,60,60.0
39,Greek Yogurt with Mixed Berries,300,panera-bread,300,300.0
40,"Ham, Egg & Cheese Breakfast Power Sandwich",340,panera-bread,340,340.0
41,"Ham, Egg & Roasted Tomato Sandwich",320,panera-bread,320,320.0
42,"Maple Bacon, Egg & Cheese Wrap",450,panera-bread,450,450.0
43,Mediterranean Egg White Wrap,270,panera-bread,270,270.0
44,"Sausage, Egg & Cheese Sandwich",560,panera-bread,560,560.0
45,Steak & Egg Bagel Sandwich,540,panera-bread,540,540.0
46,Steel Cut Oatmeal,300,panera-bread,340,320.0
47,BluePrint® Green Juice,70,panera-bread,70,70.0
48,BluePrint® Red Juice,120,panera-bread,120,120.0
49,Bottled Water,0,panera-bread,0,0.0
50,Caffeine Free Pepsi,0,panera-bread,0,0.0
51,Diet Pepsi,0,panera-bread,0,0.0
52,Dr Pepper,230,panera-bread,370,300.0
53,Joia Grapefruit All-Natural Soda,110,panera-bread,110,110.0
54,Lipton Brisk Raspberry Tea,190,panera-bread,300,245.0
55,Mountain Dew,290,panera-bread,460,375.0
56,Organic Apple Juice,120,panera-bread,120,120.0
57,Organic Chocolate Milk,150,panera-bread,150,150.0
58,Organic Milk,120,panera-bread,120,120.0
59,Pepsi,230,panera-bread,370,300.0
60,Premium Orange Juice,160,panera-bread,160,160.0
61,Purity Organic Strawberry Paradise Juice,260,panera-bread,260,260.0
62,San Pellegrino® Orange,140,panera-bread,140,140.0
63,San Pellegrino® Sparkling Water,0,panera-bread,0,0.0
64,Sierra Mist,240,panera-bread,380,310.0
65,Tropical Fruit Punch,260,panera-bread,420,340.0
66,Caffe Latte,120,panera-bread,120,120.0
67,Caffe Mocha,390,panera-bread,390,390.0
68,Cappuccino,120,panera-bread,120,120.0
69,Caramel Latte,410,panera-bread,410,410.0
70,Espresso,5,panera-bread,5,5.0
71,Skinny Caffe Mocha,200,panera-bread,200,200.0
72,Frozen Agave Lemonade,140,panera-bread,140,140.0
73,Frozen Caramel Cold Brew,480,panera-bread,480,480.0
74,Frozen Mocha Cold Brew,450,panera-bread,450,450.0
75,Frozen Strawberry Lemonade,140,panera-bread,140,140.0
76,Green Passion Power Smoothie,200,panera-bread,200,200.0
77,Mango Smoothie,290,panera-bread,290,290.0
78,Peach & Blueberry Smoothie with Almond Milk,180,panera-bread,180,180.0
79,Strawberry Banana Smoothie,250,panera-bread,250,250.0
80,Strawberry Smoothie,280,panera-bread,280,280.0
81,Superfruit Smoothie,240,panera-bread,240,240.0
82,Power Breakfast Bowl with Roasted Turkey,190,panera-bread,190,190.0
83,Power Breakfast Bowl with Steak,270,panera-bread,270,270.0
84,Power Chicken Hummus Bowl,330,panera-bread,330,330.0
85,Power Mediterranean Chicken,360,panera-bread,360,360.0
86,Power Mediterranean Roasted Turkey,320,panera-bread,320,320.0
87,Power Steak Lettuce Wraps,280,panera-bread,280,280.0
88,Chai Tea Latte,200,panera-bread,200,200.0
89,Coffee,5,panera-bread,5,5.0
90,"Coffee, Decaf",5,panera-bread,5,5.0
91,Hot Chocolate,380,panera-bread,380,380.0
92,Tea Bags (all flavors),0,panera-bread,0,0.0
93,Brewed Acai Iced Tea,0,panera-bread,0,0.0
94,Brewed Black Iced Tea,0,panera-bread,0,0.0
95,Iced Caffe Latte,170,panera-bread,170,170.0
96,Iced Caffe Mocha,400,panera-bread,400,400.0
97,Iced Caramel Latte,430,panera-bread,430,430.0
98,Iced Chai Tea Latte,160,panera-bread,160,160.0
99,Iced Coffee,10,panera-bread,20,15.0
100,Iced Infused Green Tea (with passionfruit & papaya),130,panera-bread,180,155.0
101,Lemonade,160,panera-bread,240,200.0
102,Tropical Hibiscus Flavored Iced Herbal Tea,0,panera-bread,0,0.0
103,Kids Artisan Ham Sandwich,260,panera-bread,260,260.0
104,Kids Baked Potato Soup,260,panera-bread,260,260.0
105,Kids Broccoli Cheddar Soup,230,panera-bread,230,230.0
106,Kids Caesar Salad,160,panera-bread,160,160.0
107,Kids Chicken Noodle Soup,120,panera-bread,120,120.0
108,Kids Cream of Chicken & Wild Rice Soup,210,panera-bread,210,210.0
109,Kids Creamy Tomato Soup,230,panera-bread,230,230.0
110,Kids French Onion Soup,190,panera-bread,190,190.0
111,Kids Greek Salad,180,panera-bread,180,180.0
112,Kids Grilled Cheese,440,panera-bread,440,440.0
113,Kids Mac & Cheese,470,panera-bread,470,470.0
114,Kids New England Clam Chowder,370,panera-bread,370,370.0
115,Kids Peanut Butter & Jelly,360,panera-bread,360,360.0
116,Kids Seasonal Greens Salad,90,panera-bread,90,90.0
117,Kids Summer Corn Chowder,210,panera-bread,210,210.0
118,Kids Ten Vegetable Soup,70,panera-bread,70,70.0
119,Kids Turkey Sandwich,280,panera-bread,280,280.0
120,"Organic Yogurt (blueberry, strawberry)",60,panera-bread,60,60.0
121,Bacon Mac & Cheese,1090,panera-bread,1090,1090.0
122,Baja Mac & Cheese,1110,panera-bread,1110,1110.0
123,BBQ Chicken Mac & Cheese,1130,panera-bread,1130,1130.0
124,Chicken Tortellini Alfredo,710,panera-bread,710,710.0
125,Signature Mac & Cheese - Large,980,panera-bread,980,980.0
126,Signature Mac & Cheese - Small,470,panera-bread,470,470.0
127,Tortellini Alfredo,680,panera-bread,680,680.0
128,"Apple, Cherry, Cheese Pastry Ring",260,panera-bread,260,260.0
129,Bear Claw,540,panera-bread,540,540.0
130,Brittany,310,panera-bread,330,320.0
131,Brownie,390,panera-bread,390,390.0
132,Campfire S'mores Bar,300,panera-bread,300,300.0
133,Candy Cookie,420,panera-bread,420,420.0
134,Chocolate Chip Muffie,320,panera-bread,320,320.0
135,Chocolate Chipper Cookie,380,panera-bread,380,380.0
136,Cinnamon Crumb Coffee Cake,470,panera-bread,470,470.0
137,Cinnamon Crunch Scone,550,panera-bread,550,550.0
138,Cinnamon Roll,670,panera-bread,670,670.0
139,Cocoa and Creme Cookie,180,panera-bread,180,180.0
140,Coconut Macaroon,140,panera-bread,140,140.0
141,Cranberry Orange Muffin,480,panera-bread,480,480.0
142,Croissant,260,panera-bread,540,400.0
143,Flip Flop Cookie,450,panera-bread,450,450.0
144,Homestyle Chocolate Chunk Cookie,630,panera-bread,630,630.0
145,Kitchen Sink Cookie,800,panera-bread,800,800.0
146,Lemon Drop Cookie,440,panera-bread,440,440.0
147,Oatmeal Raisin with Berries Cookie,340,panera-bread,340,340.0
148,Orange Mini Scone,180,panera-bread,180,180.0
149,Orange Scone,540,panera-bread,540,540.0
150,Pecan Braid,470,panera-bread,470,470.0
151,Petite Chocolate Chipper Cookie,100,panera-bread,100,100.0
152,Pumpkin Muffie,290,panera-bread,290,290.0
153,Pumpkin Muffin,580,panera-bread,580,580.0
154,Raspberry Almond Thumbprint Cookie,230,panera-bread,230,230.0
155,Wild Blueberry Mini Scone,160,panera-bread,160,160.0
156,Wild Blueberry Muffin,460,panera-bread,460,460.0
157,Wild Blueberry Scone,470,panera-bread,470,470.0
158,Asian Sesame Vinaigrette,50,panera-bread,110,80.0
159,BBQ Ranch Dressing,70,panera-bread,140,105.0
160,Caesar Dressing,80,panera-bread,160,120.0
161,Greek Dressing/Herb Vinaigrette,110,panera-bread,220,165.0
162,Low Fat Thai Chili Vinaigrette,25,panera-bread,50,37.5
163,Reduced Fat Balsamic Vinaigrette,60,panera-bread,130,95.0
164,White Balsamic Apple Vinaigrette,80,panera-bread,150,115.0
165,Asian Sesame Chicken Salad,200,panera-bread,410,305.0
166,Caesar Salad,160,panera-bread,320,240.0
167,Chicken Caesar Salad,220,panera-bread,440,330.0
168,Fuji Apple with Chicken Salad,280,panera-bread,560,420.0
169,Full Strawberry Poppyseed with Chicken,350,panera-bread,350,350.0
170,Greek Salad,200,panera-bread,400,300.0
171,Greek Salad with Chicken,250,panera-bread,500,375.0
172,Green Goddess Cobb Salad with Chicken,550,panera-bread,550,550.0
173,Half Strawberry Poppyseed with Chicken,170,panera-bread,170,170.0
174,Modern Greek Salad with Quinoa,270,panera-bread,550,410.0
175,Seasonal Greens Salad,90,panera-bread,180,135.0
176,Southwest Chile Lime Ranch Salad with Chicken,650,panera-bread,650,650.0
177,Summer Strawberry Caprese Salad,520,panera-bread,520,520.0
178,Thai Chopped Chicken Salad,240,panera-bread,470,355.0
179,Bacon Tomato Grilled Cheese,380,panera-bread,760,570.0
180,BBQ Chicken Flatbread,400,panera-bread,800,600.0
181,Chipotle Chicken Avocado Melt,380,panera-bread,760,570.0
182,Classic Grilled Cheese,310,panera-bread,630,470.0
183,Cuban Sandwich,440,panera-bread,880,660.0
184,Frontega Chicken Panini,430,panera-bread,850,640.0
185,Full Bacon Turkey Bravo® on XL Tomato Basil,790,panera-bread,790,790.0
186,Full Napa Almond Chicken Salad Sandwich,690,panera-bread,690,690.0
187,Full Roasted Turkey & Avocado BLT on Sourdough,510,panera-bread,510,510.0
188,Half Bacon Turkey Bravo® on XL Tomato Basil,400,panera-bread,400,400.0
